cfg_id,class_name,node_id,instruction_type
71,pandas/_typing,38,ast.Assign
71,pandas/_typing,39,ast.Assign
71,pandas/_typing,40,ast.Assign
71,pandas/_typing,41,ast.Assign
71,pandas/_typing,42,ast.Assign
71,pandas/_typing,43,ast.Assign
71,pandas/_typing,44,ast.FunctionDef
71,pandas/_typing,45,ast.FunctionDef
71,pandas/_typing,46,ast.FunctionDef
71,pandas/_typing,47,ast.FunctionDef
71,pandas/_typing,48,ast.FunctionDef
71,pandas/_typing,49,ast.FunctionDef
71,pandas/_typing,50,ast.FunctionDef
71,pandas/_typing,51,ast.FunctionDef
71,pandas/_typing,52,ast.Assign
71,pandas/_typing,53,ast.Assign
71,pandas/_typing,54,ast.Assign
71,pandas/_typing,55,ast.Assign
71,pandas/_typing,56,ast.Assign
71,pandas/_typing,57,ast.Assign
71,pandas/_typing,58,ast.Assign
71,pandas/_typing,59,ast.Assign
71,pandas/_typing,60,ast.Assign
71,pandas/_typing,61,ast.Assign
71,pandas/_typing,62,ast.Assign
71,pandas/_typing,63,ast.Assign
71,pandas/_typing,64,ast.Assign
71,pandas/_typing,65,ast.Assign
71,pandas/_typing,66,ast.Assign
71,pandas/_typing,67,ast.Assign
71,pandas/_typing,68,ast.Assign
71,pandas/_typing,69,ast.Assign
71,pandas/_typing,70,ast.Assign
71,pandas/_typing,71,ast.Assign
71,pandas/_typing,72,ast.Assign
71,pandas/_typing,73,ast.Assign
71,pandas/_typing,74,ast.Assign
71,pandas/_typing,75,ast.Assign
71,pandas/_typing,76,ast.Assign
71,pandas/_typing,77,ast.Assign
71,pandas/_typing,78,ast.Assign
71,pandas/_typing,79,ast.Assign
71,pandas/_typing,80,ast.Assign
71,pandas/_typing,81,ast.Assign
71,pandas/_typing,82,ast.Assign
71,pandas/_typing,83,ast.Assign
71,pandas/_typing,84,ast.Assign
71,pandas/_typing,85,ast.Assign
71,pandas/_typing,86,ast.Assign
71,pandas/_typing,87,ast.Assign
71,pandas/_typing,88,ast.Assign
71,pandas/_typing,89,ast.Assign
71,pandas/_typing,90,ast.Assign
71,pandas/_typing,91,ast.Assign
71,pandas/_typing,92,ast.Assign
71,pandas/_typing,93,ast.Assign
71,pandas/_typing,94,ast.Assign
71,pandas/_typing,95,ast.Assign
71,pandas/_typing,96,ast.FunctionDef
71,pandas/_typing,97,ast.FunctionDef
71,pandas/_typing,98,ast.FunctionDef
71,pandas/_typing,99,ast.FunctionDef
71,pandas/_typing,100,ast.FunctionDef
71,pandas/_typing,101,ast.FunctionDef
71,pandas/_typing,102,ast.FunctionDef
71,pandas/_typing,103,ast.FunctionDef
71,pandas/_typing,104,ast.FunctionDef
71,pandas/_typing,105,ast.FunctionDef
71,pandas/_typing,106,ast.FunctionDef
71,pandas/_typing,107,ast.FunctionDef
71,pandas/_typing,108,ast.FunctionDef
71,pandas/_typing,109,ast.Assign
71,pandas/_typing,110,ast.Assign
71,pandas/_typing,111,ast.Assign
71,pandas/_typing,112,ast.Assign
71,pandas/_typing,113,ast.Assign
71,pandas/_typing,114,ast.Assign
71,pandas/_typing,115,ast.Assign
71,pandas/_typing,116,ast.Assign
71,pandas/_typing,117,ast.Assign
71,pandas/_typing,118,ast.Assign
71,pandas/_typing,119,ast.Assign
71,pandas/_typing,120,ast.Assign
71,pandas/_typing,121,ast.Assign
71,pandas/_typing,122,ast.Assign
71,pandas/_typing,123,ast.Assign
71,pandas/_typing,124,ast.Assign
71,pandas/_typing,125,ast.Assign
71,pandas/_typing,126,ast.Assign
71,pandas/_typing,127,ast.If
71,pandas/_typing,128,_ast.Call
71,pandas/_typing,129,ast.Assign
71,pandas/_typing,130,ast.Assign
71,pandas/_typing,131,ast.Assign
71,pandas/_typing,132,ast.Assign
71,pandas/_typing,133,ast.Assign
71,pandas/_typing,134,ast.Assign
71,pandas/_typing,135,ast.Assign
71,pandas/_typing,136,ast.Assign
71,pandas/_typing,137,ast.Assign
71,pandas/_typing,138,ast.Assign
71,pandas/_typing,139,ast.Assign
71,pandas/_typing,140,ast.Assign
71,pandas/_typing,141,ast.Assign
71,pandas/_typing,142,ast.Assign
71,pandas/_typing,143,ast.Assign
71,pandas/_typing,144,ast.Assign
71,pandas/_typing,145,ast.Assign
71,pandas/_typing,146,ast.Assign
71,pandas/_typing,147,ast.Assign
71,pandas/_typing,148,ast.Assign
71,pandas/_typing,149,ast.Assign
71,pandas/_typing,150,ast.Assign
71,pandas/_typing,151,ast.Assign
71,pandas/_typing,152,ast.Assign
71,pandas/_typing,153,ast.Assign
71,pandas/_typing,154,ast.Assign
71,pandas/_typing,155,ast.Assign
71,pandas/_typing,156,ast.Assign
71,pandas/_typing,157,ast.Assign
71,pandas/_typing,158,ast.Assign
71,pandas/_typing,159,ast.Assign
71,pandas/_typing,160,ast.Assign
71,pandas/_typing,161,ast.Assign
71,pandas/_typing,162,ast.Assign
71,pandas/_typing,163,ast.Assign
71,pandas/_typing,164,ast.Assign
71,pandas/_typing,165,ast.Assign
71,pandas/_typing,166,ast.Assign
71,pandas/_typing,167,ast.Assign
71,pandas/_typing,168,ast.Assign
71,pandas/_typing,169,ast.Assign
72,pandas/_version,0,ast.Expr
72,pandas/_version,1,ast.Import
72,pandas/_version,2,ast.Import
72,pandas/_version,3,ast.Import
72,pandas/_version,4,ast.Import
72,pandas/_version,5,ast.Import
72,pandas/_version,6,ast.Import
72,pandas/_version,7,ast.ImportFrom
72,pandas/_version,8,ast.FunctionDef
72,pandas/_version,9,ast.Expr
72,pandas/_version,10,ast.FunctionDef
72,pandas/_version,11,ast.Expr
72,pandas/_version,12,ast.AnnAssign
72,pandas/_version,13,ast.AnnAssign
72,pandas/_version,14,ast.FunctionDef
72,pandas/_version,15,ast.FunctionDef
72,pandas/_version,16,ast.FunctionDef
72,pandas/_version,17,ast.FunctionDef
72,pandas/_version,18,ast.FunctionDef
72,pandas/_version,19,ast.FunctionDef
72,pandas/_version,20,ast.FunctionDef
72,pandas/_version,21,ast.FunctionDef
72,pandas/_version,22,ast.FunctionDef
72,pandas/_version,23,ast.FunctionDef
72,pandas/_version,24,ast.FunctionDef
72,pandas/_version,25,ast.FunctionDef
72,pandas/_version,26,ast.FunctionDef
72,pandas/_version,27,ast.FunctionDef
72,pandas/_version,28,ast.FunctionDef
72,pandas/_version,29,ast.FunctionDef
72,pandas/_version,30,ast.FunctionDef
72,pandas/_version,31,ast.FunctionDef
73,pandas/conftest,0,ast.Expr
73,pandas/conftest,1,ast.ImportFrom
73,pandas/conftest,2,ast.ImportFrom
73,pandas/conftest,3,ast.ImportFrom
73,pandas/conftest,4,ast.ImportFrom
73,pandas/conftest,5,ast.Import
73,pandas/conftest,6,ast.Import
73,pandas/conftest,7,ast.ImportFrom
73,pandas/conftest,8,ast.ImportFrom
73,pandas/conftest,9,ast.Import
73,pandas/conftest,10,ast.ImportFrom
73,pandas/conftest,11,ast.Import
73,pandas/conftest,12,ast.Import
73,pandas/conftest,13,ast.ImportFrom
73,pandas/conftest,14,ast.ImportFrom
73,pandas/conftest,15,ast.Import
73,pandas/conftest,16,ast.ImportFrom
73,pandas/conftest,17,ast.Import
73,pandas/conftest,18,ast.ImportFrom
73,pandas/conftest,19,ast.Import
73,pandas/conftest,20,ast.ImportFrom
73,pandas/conftest,21,ast.ImportFrom
73,pandas/conftest,22,ast.ImportFrom
73,pandas/conftest,23,ast.If
73,pandas/conftest,24,ast.ImportFrom
73,pandas/conftest,25,ast.Import
73,pandas/conftest,26,ast.Assign
73,pandas/conftest,27,ast.Assign
73,pandas/conftest,28,ast.Import
73,pandas/conftest,29,ast.Expr
73,pandas/conftest,30,ast.Assign
73,pandas/conftest,31,ast.FunctionDef
73,pandas/conftest,32,ast.FunctionDef
73,pandas/conftest,33,ast.FunctionDef
73,pandas/conftest,34,ast.Assign
73,pandas/conftest,35,ast.If
73,pandas/conftest,36,_ast.Call
73,pandas/conftest,37,ast.Expr
73,pandas/conftest,38,ast.Expr
73,pandas/conftest,39,ast.Expr
73,pandas/conftest,40,_ast.Call
73,pandas/conftest,41,_ast.Call
73,pandas/conftest,42,ast.For
73,pandas/conftest,43,ast.Assign
73,pandas/conftest,44,ast.Expr
73,pandas/conftest,45,ast.For
73,pandas/conftest,46,_ast.Call
73,pandas/conftest,47,ast.Assign
73,pandas/conftest,48,ast.Expr
73,pandas/conftest,49,ast.For
73,pandas/conftest,50,_ast.Call
73,pandas/conftest,51,ast.Assign
73,pandas/conftest,52,ast.Expr
73,pandas/conftest,53,ast.FunctionDef
73,pandas/conftest,54,ast.FunctionDef
73,pandas/conftest,55,ast.FunctionDef
73,pandas/conftest,56,ast.Assign
73,pandas/conftest,57,ast.FunctionDef
73,pandas/conftest,58,ast.FunctionDef
73,pandas/conftest,59,ast.FunctionDef
73,pandas/conftest,60,ast.FunctionDef
73,pandas/conftest,61,ast.FunctionDef
73,pandas/conftest,62,ast.FunctionDef
73,pandas/conftest,63,ast.FunctionDef
73,pandas/conftest,64,ast.FunctionDef
73,pandas/conftest,65,ast.FunctionDef
73,pandas/conftest,66,ast.FunctionDef
73,pandas/conftest,67,ast.FunctionDef
73,pandas/conftest,68,ast.FunctionDef
73,pandas/conftest,69,ast.FunctionDef
73,pandas/conftest,70,ast.FunctionDef
73,pandas/conftest,71,ast.Assign
73,pandas/conftest,72,ast.FunctionDef
73,pandas/conftest,73,ast.Assign
73,pandas/conftest,74,ast.FunctionDef
73,pandas/conftest,75,ast.Assign
73,pandas/conftest,76,ast.FunctionDef
73,pandas/conftest,77,ast.FunctionDef
73,pandas/conftest,78,ast.Assign
73,pandas/conftest,79,ast.FunctionDef
73,pandas/conftest,80,ast.FunctionDef
73,pandas/conftest,81,ast.Assign
73,pandas/conftest,82,ast.FunctionDef
73,pandas/conftest,83,ast.FunctionDef
73,pandas/conftest,84,ast.FunctionDef
73,pandas/conftest,85,ast.FunctionDef
73,pandas/conftest,86,ast.FunctionDef
73,pandas/conftest,87,ast.FunctionDef
73,pandas/conftest,88,ast.FunctionDef
73,pandas/conftest,89,ast.Assign
73,pandas/conftest,90,ast.If
73,pandas/conftest,91,_ast.Call
73,pandas/conftest,92,_ast.Call
73,pandas/conftest,93,ast.Assign
73,pandas/conftest,94,ast.Assign
73,pandas/conftest,95,ast.FunctionDef
73,pandas/conftest,96,ast.Assign
73,pandas/conftest,97,ast.FunctionDef
73,pandas/conftest,98,ast.Assign
73,pandas/conftest,99,ast.FunctionDef
73,pandas/conftest,100,ast.FunctionDef
73,pandas/conftest,101,ast.FunctionDef
73,pandas/conftest,102,ast.FunctionDef
73,pandas/conftest,103,ast.FunctionDef
73,pandas/conftest,104,ast.Assign
73,pandas/conftest,105,ast.FunctionDef
73,pandas/conftest,106,ast.Assign
73,pandas/conftest,107,ast.Assign
73,pandas/conftest,108,ast.FunctionDef
73,pandas/conftest,109,ast.Assign
73,pandas/conftest,110,ast.Assign
73,pandas/conftest,111,ast.FunctionDef
73,pandas/conftest,112,ast.FunctionDef
73,pandas/conftest,113,ast.FunctionDef
73,pandas/conftest,114,ast.FunctionDef
73,pandas/conftest,115,ast.FunctionDef
73,pandas/conftest,116,ast.FunctionDef
73,pandas/conftest,117,ast.FunctionDef
73,pandas/conftest,118,ast.FunctionDef
73,pandas/conftest,119,ast.Assign
73,pandas/conftest,120,ast.FunctionDef
73,pandas/conftest,121,ast.Assign
73,pandas/conftest,122,ast.FunctionDef
73,pandas/conftest,123,ast.Assign
73,pandas/conftest,124,ast.FunctionDef
73,pandas/conftest,125,ast.FunctionDef
73,pandas/conftest,126,ast.FunctionDef
73,pandas/conftest,127,ast.FunctionDef
73,pandas/conftest,128,ast.Assign
73,pandas/conftest,129,ast.FunctionDef
73,pandas/conftest,130,ast.FunctionDef
73,pandas/conftest,131,ast.FunctionDef
73,pandas/conftest,132,ast.Assign
73,pandas/conftest,133,ast.If
73,pandas/conftest,134,_ast.Call
73,pandas/conftest,135,_ast.Call
73,pandas/conftest,136,ast.Expr
73,pandas/conftest,137,ast.Assign
73,pandas/conftest,138,ast.FunctionDef
73,pandas/conftest,139,ast.FunctionDef
73,pandas/conftest,140,ast.Assign
73,pandas/conftest,141,ast.Assign
73,pandas/conftest,142,ast.If
73,pandas/conftest,143,_ast.Call
73,pandas/conftest,144,_ast.Call
73,pandas/conftest,145,ast.Expr
73,pandas/conftest,146,ast.FunctionDef
73,pandas/conftest,147,ast.Assign
73,pandas/conftest,148,ast.FunctionDef
73,pandas/conftest,149,ast.Assign
73,pandas/conftest,150,ast.FunctionDef
73,pandas/conftest,151,ast.FunctionDef
73,pandas/conftest,152,ast.FunctionDef
73,pandas/conftest,153,ast.FunctionDef
73,pandas/conftest,154,ast.Assign
73,pandas/conftest,155,ast.FunctionDef
73,pandas/conftest,156,ast.FunctionDef
73,pandas/conftest,157,ast.FunctionDef
73,pandas/conftest,158,ast.FunctionDef
73,pandas/conftest,159,ast.FunctionDef
73,pandas/conftest,160,ast.FunctionDef
73,pandas/conftest,161,ast.FunctionDef
73,pandas/conftest,162,ast.FunctionDef
73,pandas/conftest,163,ast.FunctionDef
73,pandas/conftest,164,ast.FunctionDef
73,pandas/conftest,165,ast.FunctionDef
73,pandas/conftest,166,ast.FunctionDef
73,pandas/conftest,167,ast.FunctionDef
73,pandas/conftest,168,ast.FunctionDef
73,pandas/conftest,169,ast.FunctionDef
73,pandas/conftest,170,ast.FunctionDef
73,pandas/conftest,171,ast.FunctionDef
73,pandas/conftest,172,ast.FunctionDef
73,pandas/conftest,173,ast.FunctionDef
73,pandas/conftest,174,ast.FunctionDef
73,pandas/conftest,175,ast.FunctionDef
73,pandas/conftest,176,ast.FunctionDef
73,pandas/conftest,177,ast.FunctionDef
73,pandas/conftest,178,ast.Assign
73,pandas/conftest,179,ast.Assign
73,pandas/conftest,180,ast.FunctionDef
73,pandas/conftest,181,ast.FunctionDef
73,pandas/conftest,182,ast.FunctionDef
73,pandas/conftest,183,ast.FunctionDef
73,pandas/conftest,184,ast.FunctionDef
73,pandas/conftest,185,ast.FunctionDef
73,pandas/conftest,186,ast.FunctionDef
73,pandas/conftest,187,ast.FunctionDef
73,pandas/conftest,188,ast.FunctionDef
73,pandas/conftest,189,ast.FunctionDef
73,pandas/conftest,190,ast.FunctionDef
73,pandas/conftest,191,ast.FunctionDef
73,pandas/conftest,192,ast.FunctionDef
73,pandas/conftest,193,ast.FunctionDef
73,pandas/conftest,194,ast.FunctionDef
73,pandas/conftest,195,ast.FunctionDef
73,pandas/conftest,196,ast.Assign
73,pandas/conftest,197,ast.If
73,pandas/conftest,198,_ast.Call
73,pandas/conftest,199,_ast.Call
73,pandas/conftest,200,ast.Expr
73,pandas/conftest,201,ast.FunctionDef
73,pandas/conftest,202,ast.FunctionDef
73,pandas/conftest,203,_ast.Call
74,pandas/testing,0,ast.Expr
74,pandas/testing,1,ast.ImportFrom
74,pandas/testing,2,ast.Assign
75,pandas/_config/display,0,ast.Expr
75,pandas/_config/display,1,ast.ImportFrom
75,pandas/_config/display,2,ast.Import
75,pandas/_config/display,3,ast.Import
75,pandas/_config/display,4,ast.ImportFrom
75,pandas/_config/display,5,ast.AnnAssign
75,pandas/_config/display,6,ast.FunctionDef
75,pandas/_config/display,7,ast.Assign
75,pandas/_config/display,8,ast.Expr
75,pandas/_config/display,9,_ast.Call
76,pandas/_config/__init__,0,ast.Expr
76,pandas/_config/__init__,1,ast.Assign
76,pandas/_config/__init__,2,ast.ImportFrom
76,pandas/_config/__init__,3,ast.ImportFrom
76,pandas/_config/__init__,4,ast.ImportFrom
76,pandas/_config/__init__,5,ast.ImportFrom
76,pandas/_config/__init__,6,ast.FunctionDef
76,pandas/_config/__init__,7,ast.FunctionDef
76,pandas/_config/__init__,8,ast.FunctionDef
76,pandas/_config/__init__,9,ast.FunctionDef
77,pandas/_config/config,0,ast.Expr
77,pandas/_config/config,1,ast.ImportFrom
77,pandas/_config/config,2,ast.ImportFrom
77,pandas/_config/config,3,ast.Import
77,pandas/_config/config,4,ast.ImportFrom
77,pandas/_config/config,5,ast.Import
77,pandas/_config/config,6,ast.ImportFrom
77,pandas/_config/config,7,ast.ImportFrom
77,pandas/_config/config,8,ast.If
77,pandas/_config/config,9,ast.ImportFrom
77,pandas/_config/config,10,ast.AnnAssign
77,pandas/_config/config,11,ast.AnnAssign
77,pandas/_config/config,12,ast.AnnAssign
77,pandas/_config/config,13,ast.AnnAssign
77,pandas/_config/config,14,ast.AnnAssign
77,pandas/_config/config,15,ast.AnnAssign
77,pandas/_config/config,16,ast.AnnAssign
77,pandas/_config/config,17,ast.AnnAssign
77,pandas/_config/config,18,ast.AnnAssign
77,pandas/_config/config,19,ast.AnnAssign
77,pandas/_config/config,20,ast.AnnAssign
77,pandas/_config/config,21,ast.AnnAssign
77,pandas/_config/config,22,ast.AnnAssign
77,pandas/_config/config,23,ast.Expr
77,pandas/_config/config,24,ast.FunctionDef
77,pandas/_config/config,25,ast.FunctionDef
77,pandas/_config/config,26,ast.FunctionDef
77,pandas/_config/config,27,ast.FunctionDef
77,pandas/_config/config,28,ast.FunctionDef
77,pandas/_config/config,29,ast.FunctionDef
77,pandas/_config/config,30,ast.Expr
77,pandas/_config/config,31,ast.AnnAssign
77,pandas/_config/config,32,ast.FunctionDef
77,pandas/_config/config,33,ast.FunctionDef
77,pandas/_config/config,34,ast.FunctionDef
77,pandas/_config/config,35,ast.FunctionDef
77,pandas/_config/config,36,ast.FunctionDef
77,pandas/_config/config,37,ast.FunctionDef
77,pandas/_config/config,38,ast.FunctionDef
77,pandas/_config/config,39,ast.Assign
77,pandas/_config/config,40,ast.Assign
77,pandas/_config/config,41,ast.Assign
77,pandas/_config/config,42,ast.Assign
77,pandas/_config/config,43,ast.Assign
77,pandas/_config/config,44,ast.Assign
77,pandas/_config/config,45,ast.Assign
77,pandas/_config/config,46,ast.Assign
77,pandas/_config/config,47,ast.Assign
77,pandas/_config/config,48,ast.Expr
77,pandas/_config/config,49,ast.FunctionDef
77,pandas/_config/config,50,ast.FunctionDef
77,pandas/_config/config,51,ast.FunctionDef
77,pandas/_config/config,52,ast.FunctionDef
77,pandas/_config/config,53,ast.FunctionDef
77,pandas/_config/config,54,ast.FunctionDef
77,pandas/_config/config,55,ast.FunctionDef
77,pandas/_config/config,56,ast.FunctionDef
77,pandas/_config/config,57,ast.FunctionDef
77,pandas/_config/config,58,ast.FunctionDef
77,pandas/_config/config,59,ast.FunctionDef
77,pandas/_config/config,60,ast.FunctionDef
77,pandas/_config/config,61,ast.FunctionDef
77,pandas/_config/config,62,ast.FunctionDef
77,pandas/_config/config,63,ast.FunctionDef
77,pandas/_config/config,64,ast.FunctionDef
77,pandas/_config/config,65,ast.FunctionDef
77,pandas/_config/config,66,ast.FunctionDef
77,pandas/_config/config,67,ast.FunctionDef
77,pandas/_config/config,68,ast.Assign
77,pandas/_config/config,69,ast.Assign
77,pandas/_config/config,70,ast.Assign
77,pandas/_config/config,71,ast.Assign
77,pandas/_config/config,72,ast.Assign
77,pandas/_config/config,73,ast.FunctionDef
77,pandas/_config/config,74,_ast.Call
78,pandas/_config/dates,0,ast.Expr
78,pandas/_config/dates,1,ast.ImportFrom
78,pandas/_config/dates,2,ast.ImportFrom
78,pandas/_config/dates,3,ast.Assign
78,pandas/_config/dates,4,ast.Assign
78,pandas/_config/dates,5,ast.Expr
78,pandas/_config/dates,6,ast.Expr
78,pandas/_config/dates,7,_ast.Call
79,pandas/_config/localization,0,ast.Expr
79,pandas/_config/localization,1,ast.ImportFrom
79,pandas/_config/localization,2,ast.ImportFrom
79,pandas/_config/localization,3,ast.Import
79,pandas/_config/localization,4,ast.Import
79,pandas/_config/localization,5,ast.Import
79,pandas/_config/localization,6,ast.Import
79,pandas/_config/localization,7,ast.ImportFrom
79,pandas/_config/localization,8,ast.ImportFrom
79,pandas/_config/localization,9,ast.If
79,pandas/_config/localization,10,ast.ImportFrom
79,pandas/_config/localization,11,ast.FunctionDef
79,pandas/_config/localization,12,ast.FunctionDef
79,pandas/_config/localization,13,ast.FunctionDef
79,pandas/_config/localization,14,ast.FunctionDef
80,pandas/_libs/__init__,0,ast.Assign
80,pandas/_libs/__init__,1,ast.Import
80,pandas/_libs/__init__,2,ast.Import
80,pandas/_libs/__init__,3,ast.ImportFrom
80,pandas/_libs/__init__,4,ast.ImportFrom
81,pandas/_libs/tslibs/__init__,0,ast.Assign
81,pandas/_libs/tslibs/__init__,1,ast.ImportFrom
81,pandas/_libs/tslibs/__init__,2,ast.ImportFrom
81,pandas/_libs/tslibs/__init__,3,ast.ImportFrom
81,pandas/_libs/tslibs/__init__,4,ast.ImportFrom
81,pandas/_libs/tslibs/__init__,5,ast.ImportFrom
81,pandas/_libs/tslibs/__init__,6,ast.ImportFrom
81,pandas/_libs/tslibs/__init__,7,ast.ImportFrom
81,pandas/_libs/tslibs/__init__,8,ast.ImportFrom
81,pandas/_libs/tslibs/__init__,9,ast.ImportFrom
81,pandas/_libs/tslibs/__init__,10,ast.ImportFrom
81,pandas/_libs/tslibs/__init__,11,ast.ImportFrom
81,pandas/_libs/tslibs/__init__,12,ast.ImportFrom
81,pandas/_libs/tslibs/__init__,13,ast.ImportFrom
83,pandas/_testing/__init__,0,ast.ImportFrom
83,pandas/_testing/__init__,1,ast.ImportFrom
83,pandas/_testing/__init__,2,ast.Import
83,pandas/_testing/__init__,3,ast.Import
83,pandas/_testing/__init__,4,ast.ImportFrom
83,pandas/_testing/__init__,5,ast.ImportFrom
83,pandas/_testing/__init__,6,ast.Import
83,pandas/_testing/__init__,7,ast.Import
83,pandas/_testing/__init__,8,ast.ImportFrom
83,pandas/_testing/__init__,9,ast.ImportFrom
83,pandas/_testing/__init__,10,ast.ImportFrom
83,pandas/_testing/__init__,11,ast.Import
83,pandas/_testing/__init__,12,ast.ImportFrom
83,pandas/_testing/__init__,13,ast.ImportFrom
83,pandas/_testing/__init__,14,ast.ImportFrom
83,pandas/_testing/__init__,15,ast.ImportFrom
83,pandas/_testing/__init__,16,ast.ImportFrom
83,pandas/_testing/__init__,17,ast.ImportFrom
83,pandas/_testing/__init__,18,ast.ImportFrom
83,pandas/_testing/__init__,19,ast.ImportFrom
83,pandas/_testing/__init__,20,ast.ImportFrom
83,pandas/_testing/__init__,21,ast.If
83,pandas/_testing/__init__,22,ast.ImportFrom
83,pandas/_testing/__init__,23,ast.ImportFrom
83,pandas/_testing/__init__,24,ast.AnnAssign
83,pandas/_testing/__init__,25,ast.AnnAssign
83,pandas/_testing/__init__,26,ast.AnnAssign
83,pandas/_testing/__init__,27,ast.AnnAssign
83,pandas/_testing/__init__,28,ast.Assign
83,pandas/_testing/__init__,29,ast.Assign
83,pandas/_testing/__init__,30,ast.AnnAssign
83,pandas/_testing/__init__,31,ast.AnnAssign
83,pandas/_testing/__init__,32,ast.AnnAssign
83,pandas/_testing/__init__,33,ast.AnnAssign
83,pandas/_testing/__init__,34,ast.AnnAssign
83,pandas/_testing/__init__,35,ast.AnnAssign
83,pandas/_testing/__init__,36,ast.AnnAssign
83,pandas/_testing/__init__,37,ast.AnnAssign
83,pandas/_testing/__init__,38,ast.AnnAssign
83,pandas/_testing/__init__,39,ast.AnnAssign
83,pandas/_testing/__init__,40,ast.AnnAssign
83,pandas/_testing/__init__,41,ast.Assign
83,pandas/_testing/__init__,42,ast.Assign
83,pandas/_testing/__init__,43,ast.AnnAssign
83,pandas/_testing/__init__,44,ast.AnnAssign
83,pandas/_testing/__init__,45,ast.Assign
83,pandas/_testing/__init__,46,ast.Assign
83,pandas/_testing/__init__,47,ast.Assign
83,pandas/_testing/__init__,48,ast.Assign
83,pandas/_testing/__init__,49,ast.Assign
83,pandas/_testing/__init__,50,ast.Assign
83,pandas/_testing/__init__,51,ast.If
83,pandas/_testing/__init__,52,_ast.Call
83,pandas/_testing/__init__,53,ast.Import
83,pandas/_testing/__init__,54,ast.Assign
83,pandas/_testing/__init__,55,ast.Assign
83,pandas/_testing/__init__,56,ast.Assign
